date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:23:04	75639/75639	---M--	200	added ('OK')	image/jpeg	etag:%2284ab3278758573bedc5c171282c67359%22	http://images.ctfassets.net/x66g2wq4vwn7/48WeDDTFZ0oQwcG6gYhZ0D/5cb319e8635afeba64d9e6e6796002c9/about-bts-4.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/48WeDDTFZ0oQwcG6gYhZ0D/5cb319e8635afeba64d9e6e6796002c9/about-bts-4.jpg	(from https://andreacolosiosound.com/en/about/)
21:23:04	105466/105466	---M--	200	added ('OK')	image/jpeg	etag:%223a5fdad35c4000d0f29aff2347ad9a0c%22	http://images.ctfassets.net/x66g2wq4vwn7/3OmgtzcrEzaUT3jhta29uz/0da3102e2bbb0a9507768b6f67762459/about-bts-2.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/3OmgtzcrEzaUT3jhta29uz/0da3102e2bbb0a9507768b6f67762459/about-bts-2.jpg	(from https://andreacolosiosound.com/en/about/)
21:23:05	90988/90988	---M--	200	added ('OK')	image/jpeg	etag:%225745fc9fe48acf0bbbcc38e96b3898f3%22	http://images.ctfassets.net/x66g2wq4vwn7/7dk6XhEOiOndFJLesbhLiz/bd57d6b4f69416637705ae62950ce532/about-bts-3.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/7dk6XhEOiOndFJLesbhLiz/bd57d6b4f69416637705ae62950ce532/about-bts-3.jpg	(from https://andreacolosiosound.com/en/about/)
21:23:10	72273/72273	---M--	200	added ('OK')	image/jpeg	etag:%223aac280ffc5d1f60bf775ff1f9f75207%22	http://images.ctfassets.net/x66g2wq4vwn7/1OTMBzSBZUPafuisJs4ItT/8f3c369646269203ef91f6242b3ab0c9/about-bts-5.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/1OTMBzSBZUPafuisJs4ItT/8f3c369646269203ef91f6242b3ab0c9/about-bts-5.jpg	(from https://andreacolosiosound.com/en/about/)
21:23:12	37156/37156	---M--	200	added ('OK')	image/jpeg	etag:%22ad5a1ba778c1da987e38f8e1ad624e60%22	http://images.ctfassets.net/x66g2wq4vwn7/7cEuLFeaJNLRERzcAicquQ/9e5c1a9a44744ca3f74205ed27f81d7b/news-mind-the-gap-its-a-wrap.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/7cEuLFeaJNLRERzcAicquQ/9e5c1a9a44744ca3f74205ed27f81d7b/news-mind-the-gap-its-a-wrap.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:15	73052/73052	---M--	200	added ('OK')	image/jpeg	etag:%226ee76392b53eaee32744052ba5d1f57d%22	http://images.ctfassets.net/x66g2wq4vwn7/4Be1sxlAExZQop55WByVKi/bcbfa539a724451bd8685ca27eec28a5/about-bts-6.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/4Be1sxlAExZQop55WByVKi/bcbfa539a724451bd8685ca27eec28a5/about-bts-6.jpg	(from https://andreacolosiosound.com/en/about/)
21:23:16	65559/65559	---M--	200	added ('OK')	image/jpeg	etag:%2288e424a48c6f618cb70fab12f8ccfa72%22	http://images.ctfassets.net/x66g2wq4vwn7/583HSvru12s0MR3pZr3rl5/15f40526ff9e9fe50acb737a79d4f636/about-bts-7.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/583HSvru12s0MR3pZr3rl5/15f40526ff9e9fe50acb737a79d4f636/about-bts-7.jpg	(from https://andreacolosiosound.com/en/about/)
21:23:17	43573/43573	---M--	200	added ('OK')	image/jpeg	etag:%2294fa3e625b3bffbb86b8a1a83c303a3f%22	http://images.ctfassets.net/x66g2wq4vwn7/63oWhbcWw7KMbFPpHiKvCS/923b60354525ffcf03ed1d5ef82358b5/news-mind-the-gap-is-coming.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/63oWhbcWw7KMbFPpHiKvCS/923b60354525ffcf03ed1d5ef82358b5/news-mind-the-gap-is-coming.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:18	38139/38139	---M--	200	added ('OK')	image/jpeg	etag:%22d2bd1a2422bb29bab52ada019fefcc2f%22	http://images.ctfassets.net/x66g2wq4vwn7/64cGgGbY8smVDcWSPM1c8l/d0f1ec8ffc326fb31432a92e2e428db9/news-seedling-at-montecatini.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/64cGgGbY8smVDcWSPM1c8l/d0f1ec8ffc326fb31432a92e2e428db9/news-seedling-at-montecatini.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:21	31745/31745	---M--	200	added ('OK')	image/jpeg	etag:%226c3acff5ed636db9989bf6a9d499d5e8%22	http://images.ctfassets.net/x66g2wq4vwn7/4BYjOYhsrI250J4l97nXku/0c351c5469d52170199b442cac47f8b5/seedling-new-selection.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/4BYjOYhsrI250J4l97nXku/0c351c5469d52170199b442cac47f8b5/seedling-new-selection.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:21	34133/34133	---M--	200	added ('OK')	image/jpeg	etag:%22700019972f17a815b683c3cedde9966b%22	http://images.ctfassets.net/x66g2wq4vwn7/5XzAEwPljTfcwO2Wec1aHz/75b1b709e29f7f07262b851e21431cb4/and-the-winner-is.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/5XzAEwPljTfcwO2Wec1aHz/75b1b709e29f7f07262b851e21431cb4/and-the-winner-is.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:22	32063/32063	---M--	200	added ('OK')	image/jpeg	etag:%22dbbdf2ab13b6fe524aa67c9118ac4167%22	http://images.ctfassets.net/x66g2wq4vwn7/43ND9IKj2xD0rNmq4bX3h6/01b67944400f1f15f02356ac2490509c/seedling-first-nominations.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/43ND9IKj2xD0rNmq4bX3h6/01b67944400f1f15f02356ac2490509c/seedling-first-nominations.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:26	49657/49657	---M--	200	added ('OK')	image/jpeg	etag:%224bb522ee40b15b9f659b15f24417ec3a%22	http://images.ctfassets.net/x66g2wq4vwn7/dgtPLdD8hdD8VsK8fPrsq/451aeae0b5bc4351f4846e05b37eaa59/new-equipment-for-the-new-studio.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/dgtPLdD8hdD8VsK8fPrsq/451aeae0b5bc4351f4846e05b37eaa59/new-equipment-for-the-new-studio.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:29	52316/52316	---M--	200	added ('OK')	image/jpeg	etag:%22a152f9b9c1cdf5e29181d1ceb2ab3a79%22	http://images.ctfassets.net/x66g2wq4vwn7/2yVmc1zrxTQvLTTVckrdVU/7ff1c438ce0a59bed2d7f8db4f817173/seedling-is-over.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2yVmc1zrxTQvLTTVckrdVU/7ff1c438ce0a59bed2d7f8db4f817173/seedling-is-over.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:31	58758/58758	---M--	200	added ('OK')	image/jpeg	etag:%22ddf8b3b9a240c9f6abf7f141a54f6f84%22	http://images.ctfassets.net/x66g2wq4vwn7/2plGGvQSCixCVTZU32k3Cq/d53e3c868a1ca7fbbe635a96fbdf26c7/mind-the-gap-its-a-wrap.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2plGGvQSCixCVTZU32k3Cq/d53e3c868a1ca7fbbe635a96fbdf26c7/mind-the-gap-its-a-wrap.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:32	60995/60995	---M--	200	added ('OK')	image/jpeg	etag:%2228b814678f59ad713ce2c20fa07154f6%22	http://images.ctfassets.net/x66g2wq4vwn7/g9kPrLxW7Gmjxt55vtH4Q/6363fd41a569f90a924405ca7e6c5b80/seedling-its-a-wrap.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/g9kPrLxW7Gmjxt55vtH4Q/6363fd41a569f90a924405ca7e6c5b80/seedling-its-a-wrap.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:33	41596/41596	---M--	200	added ('OK')	image/jpeg	etag:%2265bc16d7c0d8cd11f43da765ed29492e%22	http://images.ctfassets.net/x66g2wq4vwn7/4bhJOLub9eeaqkgMW4WM0W/2e3590ab6e3b126498c11eb80445a98d/2018-01-09-another-package.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/4bhJOLub9eeaqkgMW4WM0W/2e3590ab6e3b126498c11eb80445a98d/2018-01-09-another-package.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:38	30687/30687	---M--	200	added ('OK')	image/jpeg	etag:%2201b3ee2d20905f61426c0bad9103850a%22	http://images.ctfassets.net/x66g2wq4vwn7/2ajJEnu4liK8Y2mG8kSIME/7f1a90df2ec93978fa271ea689e89d49/almost-over.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2ajJEnu4liK8Y2mG8kSIME/7f1a90df2ec93978fa271ea689e89d49/almost-over.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:38	56156/56156	---M--	200	added ('OK')	image/jpeg	etag:%22a4506fd9dba64c5c834d419c0d23c5fb%22	http://images.ctfassets.net/x66g2wq4vwn7/hnGDIB3nKE2UOiGyemgEk/3878474618f6274a167f24da0086410c/new-equipment.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/hnGDIB3nKE2UOiGyemgEk/3878474618f6274a167f24da0086410c/new-equipment.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:38	35690/35690	---M--	200	added ('OK')	image/jpeg	etag:%22ef5e0672421fb4f9e1923876423378b3%22	http://images.ctfassets.net/x66g2wq4vwn7/3SKHXClB56em064g6ugEIo/49ecb1c151c0bd5d35b1d68f9f2ea5b7/new-gear.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/3SKHXClB56em064g6ugEIo/49ecb1c151c0bd5d35b1d68f9f2ea5b7/new-gear.jpg	(from https://andreacolosiosound.com/en/news/)
21:23:39	56515/56515	---M--	200	added ('OK')	image/jpeg	etag:%2269638c09b6ff78cc1f6c647540c960fc%22	http://images.ctfassets.net/x66g2wq4vwn7/6PBZ1BbNGEGq8YiSwoIiQc/3f77e16abba045185799b24e1c9a7b04/graduation-day.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/6PBZ1BbNGEGq8YiSwoIiQc/3f77e16abba045185799b24e1c9a7b04/graduation-day.jpg	(from https://andreacolosiosound.com/en/news/)
